"ensembl_gene_id"	"hgnc_col"	"Sample_K6_I"	"Sample_K6_II"	"Sample_K6_III"	"Sample_K1_I"	"Sample_K1_II"	"Sample_K1_III"
"15"	"ENSG00000001631"	"KRIT1"	37.7610981009127	57.366021645901	38.7685221930016	59.3806342765543	49.2967168744897	45.1929008513625
"16"	"ENSG00000002016"	"RAD52"	21.1371883791961	19.6708261535038	17.7723502590519	22.5114643376788	24.6932552649994	24.6851979440215
"17"	"ENSG00000002079"	"MYH16"	1.88053277394983	2.07973492371847	1.98389026147556	1.41804499764906	2.33463504323631	1.51908910424748
"18"	"ENSG00000002330"	"BAD"	11.734524509447	9.4454627785547	12.8952866995912	8.68552561060048	10.7752386610906	9.01959155646941
"19"	"ENSG00000002549"	"LAP3"	43.2522538008462	42.3745990707638	41.0830608313898	42.4527221171187	40.7663196011263	48.3260221288729
"20"	"ENSG00000002587"	"HS3ST1"	30.1637456941553	28.1630770920209	32.2382167489779	6.64708592647996	7.45287340725436	6.93084403812912
"21"	"ENSG00000002726"	"AOC1"	2.55752457257177	2.77297989829129	2.14921444993186	1.59530062235519	1.43669848814542	1.23425989720108
"22"	"ENSG00000002822"	"MAD1L1"	51.4513766952674	44.714300859947	46.8694074273602	59.9124011506727	55.5822727601259	47.4715345077337
"23"	"ENSG00000002834"	"LASP1"	111.929310705494	92.6348597272934	117.87614636934	102.099239830732	96.169005050234	115.545714991824
"24"	"ENSG00000002919"	"SNX11"	54.7611143774191	47.3139695145951	60.4259908807765	53.1766874118397	56.8393839372531	54.6872077529092
"25"	"ENSG00000003056"	"M6PR"	210.093121505675	214.212697143002	233.520416194519	250.284942085059	253.038521224612	291.38027880847
"26"	"ENSG00000003096"	"KLHL13"	14.0663851491448	14.2981776005645	14.7138527726104	12.1420102923701	12.6609054267815	9.68419303957768
"27"	"ENSG00000003147"	"ICA1"	31.5177292913992	38.1284736015052	32.3208788432061	51.2268755400722	47.8600183863443	42.6294379879449
"28"	"ENSG00000003249"	"DBNDD1"	1.05309835341191	1.12652308368084	1.40525560187852	3.72236811882878	3.9509208423999	2.27863365637122
"29"	"ENSG00000003393"	"ALS2"	83.4956551633726	83.9692975451331	85.9685779972744	73.5610842530449	81.3530518912344	80.3218363870855
"30"	"ENSG00000003400"	"CASP10"	27.3053358777516	24.7835078409784	30.2543264875023	24.6385318341524	30.350255562072	33.51490336246
"31"	"ENSG00000003402"	"CFLAR"	171.880695539015	168.458528821196	167.060092435088	253.386915517416	270.099315771339	279.512395181536
"32"	"ENSG00000003436"	"TFPI"	19.7832047819522	23.1370510263679	21.740130782003	17.9028180953194	17.6893501352905	20.6975890453719
"33"	"ENSG00000003509"	"NDUFAF7"	37.3097702351647	42.8078771798718	35.627362612332	34.3875911929896	35.1093193040537	35.3188216737539
"34"	"ENSG00000003756"	"RBM5"	288.097620969114	307.020868113939	289.399991892748	282.98860484334	282.401046576084	307.615543610115
"35"	"ENSG00000003987"	"MTMR7"	19.5575408490783	30.329467637561	19.1776058609304	37.2236811882878	41.9336371227444	35.6985939498158
"36"	"ENSG00000003989"	"SLC7A2"	77.8540568415231	78.8566158576585	69.7668075285573	77.815219245992	67.8840035648711	63.2320839643013
"37"	"ENSG00000004059"	"ARF5"	22.792057220272	19.5841705316822	25.625249210726	20.3843968412052	21.6402709776904	22.8812796327277
"38"	"ENSG00000004139"	"SARM1"	28.3584342311635	23.6569847572976	27.1958290010609	26.3224602688606	24.244286987454	24.1155395299287
"39"	"ENSG00000004142"	"POLDIP2"	61.7566962965125	46.6207245400223	55.7142515097721	48.0362742953618	47.1416691422716	48.136135990842
"40"	"ENSG00000004399"	"PLXND1"	376.633103966673	347.229076639162	371.070140990159	432.858235532375	422.209768203735	360.783662258776
"41"	"ENSG00000004455"	"AK2"	132.765613840858	136.22263750356	123.249182494169	159.086923173754	154.983849408687	158.080209910753
"42"	"ENSG00000004468"	"CD38"	15.0442621915987	15.2513894406021	14.8791769610667	25.6134377700361	29.8114936290174	27.818319221532
"43"	"ENSG00000004478"	"FKBP4"	540.465119233182	524.526478886162	542.511324419339	625.003332713822	694.823306329328	740.840767527692
"44"	"ENSG00000004487"	"KDM1A"	155.93377761592	153.55376186788	160.612449085292	139.145665394314	143.131086881487	141.180343626
"45"	"ENSG00000004534"	"RBM6"	118.022236893092	110.052639713436	111.593827208	107.682792008975	111.164545520252	131.875922862484
"46"	"ENSG00000004660"	"CAMKK1"	12.0354097532789	8.66556218216028	13.9698939245571	9.57180373413114	10.5956513500725	8.35499007336113
"47"	"ENSG00000004700"	"RECQL"	45.208007885754	52.5999624457129	45.2161655427972	47.5045074212434	45.9743516206534	49.6552250950895
"48"	"ENSG00000004766"	"VPS50"	20.4601965805742	27.7297989829129	21.2441582166342	29.1585502641587	26.9380966527266	25.1599132890989
"49"	"ENSG00000004776"	"HSPB6"	2.33186063969779	1.90642368007526	1.32259350765038	2.03843968412052	1.52649214365451	1.51908910424748
"50"	"ENSG00000004777"	"ARHGAP33"	20.7610818244062	22.8770841609031	18.929619578246	24.9044152712116	24.9626362315267	18.9886138030935
"51"	"ENSG00000004779"	"NDUFAB1"	15.4203687463886	13.4316213823484	17.276377693683	12.6737771664885	14.187397570436	15.0010049044439
"52"	"ENSG00000004809"	"SLC22A16"	78.0044994634391	91.9416147527206	78.2810032340566	95.5407817166053	89.7038618535796	90.8605170478023
"53"	"ENSG00000004838"	"ZMYND10"	12.5619589299849	10.8319527277003	15.1271632437512	16.3075174729642	13.5588419818724	13.1021435241345
"54"	"ENSG00000004864"	"SLC25A13"	48.3673029459897	46.9673470273087	45.8774622966224	52.290409288309	47.4110501087988	46.2372746105326
"55"	"ENSG00000004866"	"ST7"	31.3672866694832	38.7350629542564	31.0809474297838	45.7319511741821	45.525383343108	35.8884800878467
"56"	"ENSG00000004897"	"CDC27"	118.849671313629	120.278003088385	122.091913174975	108.569070132506	109.727847032106	127.413598618757
"57"	"ENSG00000004961"	"HCCS"	29.0354260297854	25.0434747064432	29.3450434509927	25.3475543329769	25.1422235425448	26.7739454623618
"58"	"ENSG00000004975"	"DVL2"	31.1416227366092	26.9498983865185	32.4862030316623	29.6016893259241	30.350255562072	26.204287048269
"59"	"ENSG00000005007"	"UPF1"	248.380768783294	208.060147993668	239.472086978946	254.273193640947	243.071425463103	222.261724565209
"60"	"ENSG00000005020"	"SKAP2"	30.3141883160713	40.2948641470453	29.0970571683083	40.237026808292	33.7624144714174	34.0845617765528
"61"	"ENSG00000005022"	"SLC25A5"	150.066515361197	136.135981881738	178.963434003941	113.798111061337	119.425561827088	115.925487267886
"62"	"ENSG00000005059"	"MCUB"	16.6991310326745	19.5841705316822	19.1776058609304	13.0282884159007	15.9832706806178	13.5768588692118
"63"	"ENSG00000005073"	"HOXA11"	7.74779502867331	7.53903909847944	9.17549245932448	5.93806342765543	5.92638126359985	5.98141334797445
"64"	"ENSG00000005075"	"POLR2J"	18.5796638066244	21.6639054554007	20.4175372743527	17.5483068459071	17.0607945467269	16.9948093537687
"65"	"ENSG00000005100"	"DHX33"	64.7655487348323	57.6259885113659	60.673977163461	63.4575136447953	56.9291775927622	53.5478909247236
"66"	"ENSG00000005156"	"LIG3"	158.94263005424	152.773861271486	151.519618720196	194.981187176745	184.974930348723	194.063633067615
"67"	"ENSG00000005175"	"RPAP3"	37.3097702351647	44.9742677254118	37.1979424026668	34.5648468176958	35.8276685481264	38.1671137442179
"68"	"ENSG00000005187"	"ACSM3"	20.2345326477002	18.544303069823	18.2683228244208	52.9108039747805	53.606812338926	58.4849305135279
"69"	"ENSG00000005189"	"REXO5"	19.1814342942883	25.6500640591944	18.350984918649	25.6134377700361	26.3993347196721	19.9380444932482
"70"	"ENSG00000005194"	"CIAPIN1"	41.5973849597703	43.5877777762662	46.786745333132	42.2754664924125	46.4233198981989	42.6294379879449
"71"	"ENSG00000005206"	"SPPL2B"	29.1106473407434	31.196023855777	25.2119387395853	50.6064808536007	39.7785893905263	30.1918959469186
"72"	"ENSG00000005238"	"FAM214B"	66.3451962649501	53.3798630421073	66.2123374767469	56.5445442812562	55.4924791046168	58.295044375497
"73"	"ENSG00000005302"	"MSL3"	25.5752457257177	30.4161232593826	28.4357604144831	32.5264071335753	30.350255562072	35.9834231568622
"74"	"ENSG00000005339"	"CREBBP"	116.96913853968	97.4875745493031	110.601882077263	95.3635260918991	95.2710684951431	91.9998338759879
"75"	"ENSG00000005379"	"TSPOAP1"	851.881346599275	748.79122816047	760.160618522053	1057.8615682462	1028.13735557907	959.874427746376
"76"	"ENSG00000005381"	"MPO"	4614.67698465098	4657.39305042386	4494.75137365557	6244.27251933527	6114.05000361385	5314.53323120981
"77"	"ENSG00000005436"	"GCFC2"	44.0796882213841	47.9205588673463	37.9419012507202	47.9476464830088	48.4885739749079	42.8193241259758
"78"	"ENSG00000005448"	"WDR54"	14.6681556368087	12.218442676846	12.7299625111349	9.30592029707194	8.44060361785434	8.92464848745394
"79"	"ENSG00000005469"	"CROT"	3.15929506023572	5.28599293111777	3.71979424026668	3.01334562000425	3.59174622036355	3.13312127751043
"80"	"ENSG00000005471"	"ABCB4"	13.1637294176488	15.0780781969589	12.4819762284504	4.78590186706557	5.20803201952714	4.55726731274244
"81"	"ENSG00000005483"	"KMT2E"	415.071193866207	412.307448627186	403.639006116049	364.703447832867	355.044113882937	405.122075489
"82"	"ENSG00000005486"	"RHBDD2"	17.7522293860864	13.3449657605268	17.276377693683	13.2055440406068	16.6118262691814	13.7667450072428
"83"	"ENSG00000005700"	"IBTK"	71.4602454100937	83.3627081923819	72.6599808265425	75.3336405001062	73.0920355843982	81.7459824223175
"84"	"ENSG00000005801"	"ZNF195"	121.031089331411	155.980119278885	125.977031603698	141.36136070314	132.715022842433	129.787175344144
"85"	"ENSG00000005810"	"MYCBP2"	320.292342059136	280.07096972742	306.015072832606	382.42901030348	380.276131080991	414.426496252515
"86"	"ENSG00000005812"	"FBXL3"	153.67713828718	174.264455483243	185.74172573065	152.705720684333	158.036833695996	144.693237179572
"87"	"ENSG00000005844"	"ITGAL"	4.81416390131157	4.93937044383136	6.28231916133928	3.45648468176958	3.1427779428181	3.7977227606187
"88"	"ENSG00000005882"	"PDK2"	50.1726144089816	46.1874464309143	49.5145944426609	42.1868386800595	38.2520972468718	35.9834231568622
"89"	"ENSG00000005884"	"ITGA3"	3.30973768215171	3.46622487286411	3.96778052295113	0.797650311177595	1.16731752161815	1.04437375917014
"90"	"ENSG00000005889"	"ZFX"	167.743523436325	179.463792792539	171.027872958039	169.10186596965	173.481342443559	172.60649947012
"91"	"ENSG00000005893"	"LAMP2"	57.0177537061589	64.2984713916293	63.1538399903054	104.758074201324	97.9648781604158	82.2206977673948
"92"	"ENSG00000005961"	"ITGA2B"	5.03982783418555	5.45930417476098	5.4556982190578	5.05178530412477	4.84885739749079	2.65840593243309
"93"	"ENSG00000006007"	"GDE1"	35.8053440160048	35.5288049468571	37.4459286853513	29.8675727629833	30.7094301841083	30.0969528779032
"94"	"ENSG00000006015"	"REX1BD"	22.190286732608	18.1976805825366	18.4336470128771	16.7506565347295	20.203572489545	17.9442400439233
"95"	"ENSG00000006016"	"CRLF1"	37.1593276132487	30.6760901248474	40.091115700652	24.4612762094462	32.0563350167447	34.4643340526147
"96"	"ENSG00000006025"	"OSBPL7"	59.2743930348988	49.6536713037784	60.0126804096358	66.3822314524465	64.1126700334893	60.7635641698992
"97"	"ENSG00000006047"	"YBX2"	3.91150816981565	3.46622487286411	3.63713214603853	3.72236811882878	4.57947643096352	4.46232424372697
"98"	"ENSG00000006062"	"MAP3K14"	70.4823683676398	60.7455908969436	70.0147938112418	60.8873070865564	62.5861778898348	61.333222583992
"99"	"ENSG00000006118"	"TMEM132A"	7.97345896154729	6.58582725844181	9.58880293046522	4.25413499294717	5.11823836401806	3.03817820849496
"100"	"ENSG00000006125"	"AP2B1"	177.973621726612	162.825913402792	177.475516307835	152.528465059627	159.024563906596	168.049232157377
"101"	"ENSG00000006194"	"ZNF263"	88.6859256194741	75.6503578502592	86.5472126568715	77.9924748706982	78.1204802929072	81.5560962842865
"102"	"ENSG00000006282"	"SPATA20"	38.7389751433666	37.955162357862	39.512481041055	36.9577977512286	36.6358114477082	27.628433083501
"103"	"ENSG00000006327"	"TNFRSF12A"	14.3672703929767	11.2652308368084	16.6150809398578	9.9263149835434	9.5181274839634	8.92464848745394
"104"	"ENSG00000006432"	"MAP3K9"	7.29646716292535	4.41943671290174	6.11699497288299	4.34276280530024	5.65700029707259	4.46232424372697
"105"	"ENSG00000006451"	"RALA"	31.1416227366092	28.5963552011289	32.8168514085749	28.183644328275	27.1176839637448	33.9896187075373
"106"	"ENSG00000006453"	"BAIAP2L1"	9.25222124783318	9.3588071567331	9.17549245932448	9.9263149835434	9.33854017294522	9.87407917760861
"107"	"ENSG00000006459"	"KDM7A"	84.1726469619945	97.5742301711247	90.8456415567352	63.2802580200892	61.2392730571985	74.7201953151729
"108"	"ENSG00000006468"	"ETV1"	2.2566393287398	1.38648994914564	1.48791769610667	2.03843968412052	2.87339697629084	2.56346286341762
"109"	"ENSG00000006530"	"AGK"	8.04868027250529	12.218442676846	8.84484408241189	10.0149427958965	9.87730210599976	12.3425989720108
"110"	"ENSG00000006534"	"ALDH3B1"	43.7788029775521	33.5357256449603	36.0406730834727	61.5963295853809	61.778034990253	54.9720369599556
"111"	"ENSG00000006576"	"PHTF2"	38.8894177652826	47.4872807582383	40.4217640775646	38.907609622996	35.6480812371082	39.9710320555118
"112"	"ENSG00000006607"	"FARP2"	44.756680020006	45.7541683218063	44.9681792601128	52.5562927253682	47.8600183863443	45.3827869893934
"113"	"ENSG00000006625"	"GGCT"	28.2079916092475	31.196023855777	26.5345322472357	27.0314827676852	23.0769694658358	27.818319221532
"114"	"ENSG00000006634"	"DBF4"	68.6770569046479	89.5152573417157	73.3212775803677	57.608078029493	62.0474159567803	63.8966854474096
"115"	"ENSG00000006638"	"TBXA2R"	7.07080323005137	7.19241661119303	6.61296753825188	2.12706749647359	0.987730210599976	0.949430690154674
"116"	"ENSG00000006652"	"IFRD1"	96.8850485138954	135.442736907165	99.6078235449189	105.644352324855	101.017862447725	94.2784675323592
"117"	"ENSG00000006695"	"COX10"	25.5752457257177	24.6968522191568	31.0809474297838	24.0181371476809	27.7462395523084	25.2548563581143
"118"	"ENSG00000006704"	"GTF2IRD1"	30.4646309379873	23.3970178918328	29.4277055452209	18.8777240312031	23.6157313988903	25.6346286341762
"119"	"ENSG00000006712"	"PAF1"	67.699179862194	51.7334062274969	76.6277613494936	48.1249021077149	55.4924791046168	61.143336445961
"120"	"ENSG00000006715"	"VPS41"	54.3097865116712	68.1979743736014	50.4238774791706	76.2199186236368	68.1533845313983	65.5107176206725
"121"	"ENSG00000006740"	"ARHGAP44"	7.29646716292535	9.3588071567331	8.348871517043	8.68552561060048	9.24874651743614	10.158908384655
"122"	"ENSG00000006744"	"ELAC2"	63.4115651375884	69.151186213639	62.8231916133928	71.6999001936305	69.1411147419983	64.6562299995333
"123"	"ENSG00000006756"	"ARSD"	22.190286732608	17.9377137170718	21.9054549704593	22.2455809006196	23.1667631213449	22.7863365637122
"124"	"ENSG00000006757"	"PNPLA4"	7.14602454100937	6.49917163662021	5.37303612482965	6.55845811412689	7.00390512970892	7.40555938320646
"125"	"ENSG00000006831"	"ADIPOR2"	109.672671376754	121.924459902995	120.52133338464	171.228933466124	161.359198949832	170.802581158826
"126"	"ENSG00000006837"	"CDKL3"	1.05309835341191	1.03986746185923	0.743958848053336	1.32941718529599	2.33463504323631	1.32920296621654
"127"	"ENSG00000007001"	"UPP2"	1.20354097532789	1.99307930189686	1.65324188456297	0.709022498824529	0.538761933054532	0.284829207046402
"128"	"ENSG00000007038"	"PRSS21"	31.0664014256512	29.2896001757017	29.3450434509927	30.5765952618078	28.8237634184175	21.8369058735575
"129"	"ENSG00000007047"	"MARK4"	25.8009096585917	20.0174486407902	23.9720073261631	21.7138140265012	22.0892392552358	24.4953118059906
"130"	"ENSG00000007080"	"CCDC124"	13.6902785943548	10.3986746185923	15.2924874322075	7.35610842530449	7.99163534030889	9.96902224662408
"131"	"ENSG00000007168"	"PAFAH1B1"	62.0575815403445	68.717908104531	62.905853707621	61.0645627112625	65.6391621771438	61.2382795149765
"132"	"ENSG00000007171"	"NOS2"	9.55310649166515	8.57890656033868	10.9940585323437	5.4949243658901	4.93865105299988	4.27243810569603
"133"	"ENSG00000007202"	"KIAA0100"	270.345391583028	245.668687864244	262.121500797459	268.808154866849	260.581188287375	276.379273904026
"134"	"ENSG00000007237"	"GAS7"	11.132754021783	9.61877402219791	11.0767206265719	16.041634035905	13.199667359836	15.5706633185367
"135"	"ENSG00000007255"	"TRAPPC6A"	7.97345896154729	5.71927104022578	7.43958848053336	7.71061967471675	8.08142899581798	7.31061631419099
"136"	"ENSG00000007264"	"MATK"	80.0354748593049	73.5706229265408	73.4039396745958	65.5845811412689	60.1617491910894	55.3518092360175
"137"	"ENSG00000007312"	"CD79B"	7.59735240675733	6.41251601479861	9.25815455355263	5.67217999059623	5.38761933054532	5.03198265781977
"138"	"ENSG00000007341"	"ST7L"	52.0531471829314	58.3192334859387	55.7969136040002	66.2049758277404	73.6307975174527	70.1629280024304
"139"	"ENSG00000007372"	"PAX6"	3.30973768215171	4.67940357836655	3.30648376912594	5.67217999059623	3.77133353138173	3.89266582963416
"140"	"ENSG00000007376"	"RPUSD1"	26.1770162133817	24.6968522191568	24.9639524569008	26.3224602688606	20.8321280781086	18.893670734078
"141"	"ENSG00000007384"	"RHBDF1"	2.70796719448776	3.37956925104251	2.64518701530075	3.89962374353491	2.24484138772722	2.56346286341762
"142"	"ENSG00000007392"	"LUC7L"	42.1991554474343	43.0678440453366	43.1496131870935	41.7436996182941	44.2682721659807	47.5664775767492
"143"	"ENSG00000007516"	"BAIAP3"	5.94248356568147	5.11268168747456	5.78634659597039	4.25413499294717	5.02844470850897	4.46232424372697
"144"	"ENSG00000007520"	"TSR3"	8.57522944921124	5.45930417476098	7.02627800939262	6.46983030177382	6.73452416318165	6.07635641698992
"145"	"ENSG00000007541"	"PIGQ"	13.3893933505228	11.2652308368084	11.4900310977126	13.1169162282538	12.9302863933088	10.5386806607169
"146"	"ENSG00000007545"	"CRAMP1"	69.0531634594379	58.5792003514035	68.3615519266788	73.5610842530449	66.9860670097802	55.7315815120794
"147"	"ENSG00000007866"	"TEAD3"	2.85840981640375	2.25304616736167	3.71979424026668	4.9631574917717	5.02844470850897	5.03198265781977
"148"	"ENSG00000007923"	"DNAJC11"	67.774401173152	57.0193991586146	60.7566392576891	59.9124011506727	61.8678286457621	59.6242473417135
"149"	"ENSG00000007944"	"MYLIP"	307.429497885319	349.395467184702	329.4911075934	256.134377700361	267.764680728103	245.807605681045
"150"	"ENSG00000007968"	"E2F2"	85.4514092482804	80.2431058068042	79.3556104590225	75.5108961248123	72.4634799958346	75.6696260053275
"151"	"ENSG00000008018"	"PSMB1"	60.3274913883107	65.4249944753101	60.2606666923202	54.8606158465479	63.4841144449257	63.2320839643013
"152"	"ENSG00000008056"	"SYN1"	2.48230326161378	1.81976805825366	1.65324188456297	3.10197343235731	3.05298428730902	3.98760889864963
"153"	"ENSG00000008083"	"JARID2"	475.850013120266	423.486023842173	468.032777519777	526.537833189566	519.456297120078	556.651213637686
"154"	"ENSG00000008086"	"CDKL5"	1.65486884107585	1.29983432732404	1.32259350765038	2.83608999529811	2.87339697629084	2.08874751834028
"155"	"ENSG00000008128"	"CDK11A"	34.376139107803	33.0157919140307	33.395486068172	31.9060124471038	32.7746842608174	37.4075691920942
"156"	"ENSG00000008130"	"NADK"	76.5752945552372	60.0523459223707	73.7345880515084	98.7313829613156	102.364767280361	95.6076704985757
"157"	"ENSG00000008226"	"DLEC1"	37.0841063022907	32.1492356958146	33.0648376912594	38.5530983735838	37.0847797252536	35.6036508808003
"158"	"ENSG00000008256"	"CYTH3"	51.0752701404775	42.3745990707638	54.3089959078935	44.313906176533	43.0111609888535	42.3446087808985
"159"	"ENSG00000008277"	"ADAM22"	33.924811242055	45.7541683218063	33.7261344450846	48.213529920068	39.7785893905263	43.5788686780996
"160"	"ENSG00000008282"	"SYPL1"	111.026654973998	129.723465866939	121.017305950009	95.186270467193	99.4015766485612	104.247489778983
"161"	"ENSG00000008283"	"CYB561"	109.82311399867	93.5014159455094	109.692599040753	69.750088321863	67.7044162538529	61.4281656530074
"162"	"ENSG00000008294"	"SPAG9"	224.009064032904	232.410377725539	224.675572112108	243.637856158579	240.198028486812	277.708476870242
"163"	"ENSG00000008300"	"CELSR3"	143.070933442103	120.01803622292	123.66249296531	154.301021306688	133.792546708542	108.235098677633
"164"	"ENSG00000008323"	"PLEKHG6"	58.5974012362768	59.0124784605115	47.0347316158165	67.2685095759772	72.0145117182891	63.5169131713477
"165"	"ENSG00000008324"	"SS18L2"	22.566393287398	20.7973492371847	26.6171943414638	17.7255624706132	20.293366145054	19.1784999411244
"166"	"ENSG00000008382"	"MPND"	13.3141720395648	10.0520521313059	13.0606108880475	13.7373109147252	14.3669848814542	11.2032821438252
"167"	"ENSG00000008394"	"MGST1"	42.1991554474343	48.5271482200976	38.1898875334046	56.278660844197	60.3413365021076	55.7315815120794
"168"	"ENSG00000008405"	"CRY1"	28.4336555421215	34.0556593758899	28.4357604144831	27.0314827676852	29.6319063179993	27.9132622905474
"169"	"ENSG00000008438"	"PGLYRP1"	1.35398359724388	1.03986746185923	0.826620942281485	1.94981187176745	1.70607945467269	0.854487621139207
"170"	"ENSG00000008441"	"NFIX"	118.47356475884	98.0941639020544	119.116077782762	97.933732650138	89.075306265016	96.5571011887304
"171"	"ENSG00000008513"	"ST3GAL1"	825.102559898229	757.283479098987	851.419570549929	1032.86852516263	1007.03584653443	1017.03015529369
"172"	"ENSG00000008516"	"MMP25"	8.87611469304321	8.31893969487387	10.0847754958341	9.74905935883727	8.08142899581798	5.69658414092805
"173"	"ENSG00000008710"	"PKD1"	73.8673273607495	64.9917163662021	70.7587526592951	78.6128695571696	66.7166860432529	51.1743141993369
"174"	"ENSG00000008838"	"MED24"	49.9469504761076	42.8078771798718	47.9440146523261	45.1115564877106	48.1293993528715	45.6676161964398
"175"	"ENSG00000008853"	"RHOBTB2"	32.8717128886431	28.5096995793073	34.0567828219972	24.3726483970932	24.8728425760176	24.780141013037
"176"	"ENSG00000008869"	"HEATR5B"	80.7124666579269	64.8184051225589	81.6701490974107	65.761836765975	67.5248289428347	76.4291705574513
"177"	"ENSG00000008952"	"SEC62"	229.876326287628	284.837028927608	222.278371379491	248.689641462703	257.438410344557	270.113031349005
"178"	"ENSG00000008988"	"RPS20"	247.40289174084	221.751736241482	255.425871164979	148.362957879033	174.109898032123	179.822172715295
"179"	"ENSG00000009307"	"CSDE1"	403.787997222508	428.252083042361	412.97982276383	387.392167795252	415.565037696063	436.73811747115
"180"	"ENSG00000009335"	"UBE3C"	131.637294176488	129.983432732404	130.440784692018	136.575458836075	139.000578728069	144.028635696464
"181"	"ENSG00000009413"	"REV3L"	137.57977774217	141.681941678321	135.235186157251	138.525270707842	137.563880239924	157.130779220599
"182"	"ENSG00000009694"	"TENM1"	3.53540161502569	4.76605920018815	3.30648376912594	5.67217999059623	4.31009546443626	5.69658414092805
"183"	"ENSG00000009724"	"MASP2"	27.3053358777516	28.1630770920209	28.3530983202549	28.5381555776873	34.0317954379446	33.3250172244291
"184"	"ENSG00000009780"	"FAM76A"	7.67257371771532	6.93244974572822	9.42347874200893	8.24238654883515	6.91411147419983	8.1651039353302
"185"	"ENSG00000009790"	"TRAF3IP3"	89.3629174180961	94.1946609200822	98.6158784141811	78.4356139324635	80.7244963026707	85.3538190449052
"186"	"ENSG00000009830"	"POMT2"	16.3982457888425	17.4177799861422	19.7562405205275	20.9161637153236	18.4076993793632	17.2796385608151
"187"	"ENSG00000009844"	"VTA1"	44.681458709048	50.0869494128864	52.8210782117869	47.7703908583026	43.1009546443626	44.6232424372697
"188"	"ENSG00000009954"	"BAZ1B"	162.778916913098	149.047669533157	161.356407933346	131.789556969009	141.87397570436	165.48576929396
"189"	"ENSG00000010017"	"RANBP9"	93.7257534536597	94.1946609200822	98.6158784141811	82.4238654883515	83.6876869344707	83.075185388534
"190"	"ENSG00000010072"	"SPRTN"	51.7522619390994	61.2655246278732	56.210224075141	55.8355217824316	61.0596857461803	58.4849305135279
"191"	"ENSG00000010165"	"METTL13"	55.8142127308311	48.7871150855624	58.6900869019854	58.937495214789	49.9252724630533	47.9462498528111
"192"	"ENSG00000010219"	"DYRK4"	15.1947048135147	18.3709918261798	19.7562405205275	20.9161637153236	19.5750169009813	19.3683860791554
"193"	"ENSG00000010244"	"ZNF207"	543.699635604376	636.312231036029	530.112010285116	605.771097433207	622.808794611039	607.160926353914
"194"	"ENSG00000010256"	"UQCRC1"	48.7434095007797	53.4665186639289	58.9380731846699	44.1366505518269	46.602907209217	45.287843920378
"195"	"ENSG00000010270"	"STARD3NL"	34.4513604187609	39.2549966851861	34.0567828219972	37.1350533759347	36.0970495146537	37.6923983991406
"196"	"ENSG00000010292"	"NCAPD2"	112.531081193158	127.817042186864	124.075803436451	152.971604121392	116.641958506306	112.032821438252
"197"	"ENSG00000010295"	"IFFO1"	32.7964915776851	31.3693350994202	33.7261344450846	32.6150349459283	32.9542715718356	32.2806434652589
"198"	"ENSG00000010310"	"GIPR"	5.86726225472348	3.29291362922091	5.37303612482965	2.48157874588585	3.05298428730902	2.94323513947949
"199"	"ENSG00000010318"	"PHF7"	36.8584423694167	40.7281422561533	37.859239156492	50.2519696041885	50.5538280516169	53.5478909247236
