NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220310%WP4008%HOMO SAPIENS	NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220310%WP4008%HOMO SAPIENS		16	-0.6588013	-1.5013138	0.038535647	1.0	1.0	2767	tags=50%, list=16%, signal=60%	
CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150115	CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150115		24	-0.6067239	-1.500033	0.0415879	1.0	1.0	1065	tags=33%, list=6%, signal=36%	
REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591	REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591		25	-0.6061778	-1.4995408	0.041044775	1.0	1.0	4296	tags=60%, list=25%, signal=80%	
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY		52	-0.51771027	-1.492912	0.02398524	1.0	1.0	2775	tags=42%, list=16%, signal=50%	
CELLULAR RESPONSE TO TOXIC SUBSTANCE%GOBP%GO:0097237	CELLULAR RESPONSE TO TOXIC SUBSTANCE%GOBP%GO:0097237		25	-0.58873314	-1.4917659	0.036900368	1.0	1.0	3112	tags=48%, list=18%, signal=59%	
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2	FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2		32	-0.5618985	-1.4849806	0.031135531	1.0	1.0	1759	tags=34%, list=10%, signal=38%	
NEGATIVE REGULATION OF COAGULATION%GOBP%GO:0050819	NEGATIVE REGULATION OF COAGULATION%GOBP%GO:0050819		22	-0.618659	-1.4805515	0.04109589	1.0	1.0	2997	tags=50%, list=18%, signal=61%	
TYPE 2 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20220310%WP4241%HOMO SAPIENS	TYPE 2 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20220310%WP4241%HOMO SAPIENS		17	-0.6410327	-1.4769163	0.055343512	1.0	1.0	2316	tags=53%, list=14%, signal=61%	
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771		28	-0.5855948	-1.4766897	0.034615386	1.0	1.0	1251	tags=32%, list=7%, signal=35%	
HEXOSE BIOSYNTHETIC PROCESS%GOBP%GO:0019319	HEXOSE BIOSYNTHETIC PROCESS%GOBP%GO:0019319		20	-0.61885405	-1.4763179	0.05783582	1.0	1.0	1606	tags=40%, list=9%, signal=44%	
NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656	NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656		16	-0.66354334	-1.4761883	0.034816246	1.0	1.0	1326	tags=38%, list=8%, signal=41%	
REGULATION OF COAGULATION%GOBP%GO:0050818	REGULATION OF COAGULATION%GOBP%GO:0050818		31	-0.56305355	-1.4757117	0.044609666	1.0	1.0	2216	tags=39%, list=13%, signal=44%	
RIBOSOMAL LARGE SUBUNIT ASSEMBLY%GOBP%GO:0000027	RIBOSOMAL LARGE SUBUNIT ASSEMBLY%GOBP%GO:0000027		23	-0.5945443	-1.4736161	0.051056337	1.0	1.0	2708	tags=48%, list=16%, signal=57%	
CARDIAC HYPERTROPHIC RESPONSE%WIKIPATHWAYS_20220310%WP2795%HOMO SAPIENS	CARDIAC HYPERTROPHIC RESPONSE%WIKIPATHWAYS_20220310%WP2795%HOMO SAPIENS		38	-0.5498719	-1.4713051	0.0375	1.0	1.0	1484	tags=39%, list=9%, signal=43%	
REGULATION OF EXTENT OF CELL GROWTH%GOBP%GO:0061387	REGULATION OF EXTENT OF CELL GROWTH%GOBP%GO:0061387		46	-0.5232662	-1.4685254	0.03411131	1.0	1.0	1725	tags=37%, list=10%, signal=41%	
REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING		67	-0.49372947	-1.4678369	0.020942409	1.0	1.0	2959	tags=42%, list=17%, signal=50%	
MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996	MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996		74	-0.4875854	-1.4669234	0.014519056	1.0	1.0	1606	tags=23%, list=9%, signal=25%	
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME%R-HSA-5609975.3	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME%R-HSA-5609975.3		15	-0.6587566	-1.4645785	0.062381852	1.0	1.0	3343	tags=47%, list=20%, signal=58%	
IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20220310%WP395%HOMO SAPIENS	IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20220310%WP395%HOMO SAPIENS		43	-0.521019	-1.4640719	0.038391225	1.0	1.0	2170	tags=33%, list=13%, signal=37%	
CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0016051	CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0016051		56	-0.5088653	-1.4635191	0.028880866	1.0	1.0	2516	tags=34%, list=15%, signal=40%	
NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226	NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226		18	-0.62770605	-1.4628571	0.05742574	1.0	1.0	1935	tags=44%, list=11%, signal=50%	
REGULATION OF BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0043903	REGULATION OF BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0043903		32	-0.56175506	-1.4610453	0.04990403	1.0	1.0	2000	tags=28%, list=12%, signal=32%	
NEGATIVE REGULATION OF FGFR3 SIGNALING%REACTOME DATABASE ID RELEASE 79%5654732	NEGATIVE REGULATION OF FGFR3 SIGNALING%REACTOME DATABASE ID RELEASE 79%5654732		17	-0.64267856	-1.4573969	0.05703422	1.0	1.0	3550	tags=59%, list=21%, signal=74%	
RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0001836	RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0001836		15	-0.6542856	-1.456328	0.055762082	1.0	1.0	1636	tags=47%, list=10%, signal=52%	
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY		17	-0.63011014	-1.4550478	0.079457365	1.0	1.0	1713	tags=41%, list=10%, signal=46%	
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111	REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111		24	-0.5974485	-1.4549619	0.040229887	1.0	1.0	901	tags=21%, list=5%, signal=22%	
CXCR4%IOB%CXCR4	CXCR4%IOB%CXCR4		67	-0.48254558	-1.4547801	0.011214953	1.0	1.0	2238	tags=39%, list=13%, signal=45%	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649		25	-0.5845183	-1.4547076	0.047348484	1.0	1.0	2614	tags=44%, list=15%, signal=52%	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220310%WP2586%HOMO SAPIENS	ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220310%WP2586%HOMO SAPIENS		30	-0.5596403	-1.4541825	0.060606062	1.0	1.0	1868	tags=37%, list=11%, signal=41%	
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364		21	-0.60910016	-1.453089	0.060283687	1.0	1.0	1606	tags=38%, list=9%, signal=42%	
VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038084	VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038084		15	-0.6602929	-1.4522963	0.06666667	1.0	1.0	2907	tags=60%, list=17%, signal=72%	
SPROUTING ANGIOGENESIS%GOBP%GO:0002040	SPROUTING ANGIOGENESIS%GOBP%GO:0002040		34	-0.5423027	-1.4504393	0.044198897	1.0	1.0	2847	tags=44%, list=17%, signal=53%	
REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034	REGULATION OF CELLULAR RESPONSE TO HEAT%GOBP%GO:1900034		16	-0.6436705	-1.448604	0.0662768	1.0	1.0	1518	tags=38%, list=9%, signal=41%	
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR%IOB%KITRECEPTOR		70	-0.47507048	-1.4475762	0.025408348	1.0	1.0	1972	tags=31%, list=12%, signal=35%	
GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657	GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657		47	-0.5112209	-1.4471928	0.045614034	1.0	1.0	1326	tags=28%, list=8%, signal=30%	
SIGNALING BY NUCLEAR RECEPTORS%REACTOME DATABASE ID RELEASE 79%9006931	SIGNALING BY NUCLEAR RECEPTORS%REACTOME DATABASE ID RELEASE 79%9006931		200	-0.41401595	-1.443775	0.005059022	1.0	1.0	2765	tags=32%, list=16%, signal=38%	
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY		32	-0.5544868	-1.4416912	0.057142857	1.0	1.0	2176	tags=44%, list=13%, signal=50%	
SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20220310%WP15%HOMO SAPIENS	SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20220310%WP15%HOMO SAPIENS		38	-0.53107446	-1.4402648	0.054054055	1.0	1.0	2432	tags=32%, list=14%, signal=37%	
RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119	RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119		15	-0.6530515	-1.4399327	0.062378168	1.0	1.0	1061	tags=33%, list=6%, signal=36%	
CAMKK2 PATHWAY%WIKIPATHWAYS_20220310%WP4874%HOMO SAPIENS	CAMKK2 PATHWAY%WIKIPATHWAYS_20220310%WP4874%HOMO SAPIENS		22	-0.5969159	-1.4397783	0.05860806	1.0	1.0	1990	tags=45%, list=12%, signal=51%	
MODULATION BY SYMBIONT OF ENTRY INTO HOST%GOBP%GO:0052372	MODULATION BY SYMBIONT OF ENTRY INTO HOST%GOBP%GO:0052372		31	-0.5597333	-1.4376957	0.057251908	1.0	1.0	1890	tags=26%, list=11%, signal=29%	
ESR-MEDIATED SIGNALING%REACTOME%R-HSA-8939211.4	ESR-MEDIATED SIGNALING%REACTOME%R-HSA-8939211.4		153	-0.42736465	-1.4372371	0.013400335	1.0	1.0	2623	tags=32%, list=15%, signal=38%	
